17.9189 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
17.9198 	INFO 	Loaded monitor calibration from ['2024_08_09 13:47']
18.2706 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fae0a804520>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fae0a8044c0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fae0a804310>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fadfc1efee0>, multiSample=False, name='window1', numSamples=2, pos=[520.0, 300.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.2707 	EXP 	window1: backgroundImage = ''
18.2707 	EXP 	window1: backgroundFit = 'none'
18.2710 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fae0a804640>
18.2713 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fae0a804640>
18.2748 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fae0a804640>
18.2757 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fae0a804640>
18.2899 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2909 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2919 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2932 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2960 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2979 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2982 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.2992 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3001 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3019 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3027 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3037 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3047 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3052 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3057 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3078 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
