16.7233 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
16.7263 	INFO 	Loaded monitor calibration from ['2024_08_09 13:47']
17.1068 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6250>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b61f0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6040>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fa3bbb53580>, multiSample=False, name='window1', numSamples=2, pos=[520.0, 300.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.1069 	EXP 	window1: backgroundImage = ''
17.1069 	EXP 	window1: backgroundFit = 'none'
17.1073 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6370>
17.1079 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6370>
17.1121 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6370>
17.1129 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6370>
17.1304 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1317 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1328 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1342 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1356 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1371 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1386 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1394 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1405 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1415 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1423 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1433 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1441 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1450 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1460 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1465 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1470 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1484 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1503 	DEBUG 	Uploading Texture Font fontname to graphics card
17.1574 	DEBUG 	Upload of Texture Font fontname complete
17.1639 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6370>
17.1641 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6370>
17.1650 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6370>
17.1658 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3bd6b6370>
17.1721 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1735 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1748 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
17.1752 	DEBUG 	Uploading Texture Font fontname to graphics card
17.1787 	DEBUG 	Upload of Texture Font fontname complete
17.1834 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
17.1835 	EXP 	window1: recordFrameIntervals = False
17.4636 	EXP 	window1: recordFrameIntervals = True
18.2975 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

18.3008 	EXP 	window1: mouseVisible = False
18.3013 	EXP 	window1: mouseVisible = False
18.3015 	EXP 	window1: mouseVisible = False
18.3024 	EXP 	window1: mouseVisible = False
18.3032 	EXP 	window1: mouseVisible = False
18.3100 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3106 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3117 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3133 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3147 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3161 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3167 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3179 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3194 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3206 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.3210 	DEBUG 	Uploading Texture Font fontname to graphics card
18.3248 	DEBUG 	Upload of Texture Font fontname complete
18.3290 	EXP 	window1: mouseVisible = False
18.3291 	EXP 	window1: mouseVisible = False
18.3300 	EXP 	window1: mouseVisible = False
18.3307 	EXP 	window1: mouseVisible = False
18.3848 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
22.0645 	INFO 	keyboard.Keyboard is using iohub backend.
22.0646 	INFO 	keyboard.Keyboard is using iohub backend.
22.0668 	INFO 	keyboard.Keyboard is using iohub backend.
22.0670 	INFO 	keyboard.Keyboard is using iohub backend.
22.0671 	INFO 	keyboard.Keyboard is using iohub backend.
22.0671 	EXP 	experiment: status = STARTED
22.0680 	EXP 	window1: mouseVisible = False
22.1429 	EXP 	Created text_norm = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
22.1432 	EXP 	window1: mouseVisible = False
22.1482 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
22.7285 	EXP 	Sound sound_1 set volume 1.000
22.7287 	EXP 	window1: mouseVisible = False
22.7591 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='response.PNG', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.2, 0.7]), texRes=128.0, units='height', win=Window(...))
22.7593 	EXP 	window1: mouseVisible = False
22.7675 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='we are in the training module now.', units='height', win=Window(...), wrapWidth=1)
22.7676 	EXP 	window1: mouseVisible = False
22.7714 	EXP 	Created fixation_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
22.7724 	EXP 	Sound sound_3 set volume 1.000
22.7725 	EXP 	window1: mouseVisible = False
22.7840 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='response.PNG', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.2, 0.7]), texRes=128.0, units='height', win=Window(...))
22.7842 	EXP 	window1: mouseVisible = False
22.7852 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
22.7853 	EXP 	window1: mouseVisible = False
